,area,area_sqft,bedrooms,bathrooms,total_price
2078,Velachery,1852,3.0,2.0,15349825
2079,Chrompet,1231,2.0,1.0,14402095
2080,KK Nagar,1413,2.0,1.0,9586495
2081,KK Nagar,2443,4.0,2.0,19342792
2082,Chrompet,1071,1.0,1.0,10642195
2083,KK Nagar,1614,2.0,1.0,10899281
2084,KK Nagar,1302,1.0,1.0,11090880
2085,Anna Nagar,1923,2.0,1.0,12739542
2086,Chrompet,805,1.0,1.0,8231964
2087,Anna Nagar,1586,1.0,1.0,11087636
2088,Velachery,1883,3.0,2.0,14292011
2089,KK Nagar,1582,2.0,1.0,13093137
2090,Adyar,1109,1.0,1.0,10456190
2091,Karapakkam,968,1.0,1.0,6681382
2092,Karapakkam,1687,2.0,2.0,11765490
2093,Velachery,1754,2.0,1.0,7417249
2094,Anna Nagar,1766,1.0,1.0,13766929
2095,Velachery,1656,2.0,1.0,14887121
2096,Chrompet,805,1.0,1.0,9207969
2097,Karapakkam,726,1.0,1.0,6881438
2098,Karapakkam,1228,1.0,1.0,11643645
2099,Anna Nagar,1995,2.0,1.0,21434610
2100,Karapakkam,931,1.0,1.0,8578050
2101,Chrompet,737,1.0,1.0,6147941
2102,Velachery,1762,2.0,1.0,15643171
2103,Velachery,1726,2.0,1.0,15122331
2104,T Nagar,1915,2.0,1.0,15754117
2105,Chrompet,729,1.0,1.0,8251578
2106,Karapakkam,1653,2.0,2.0,11787904
2107,Chrompet,1261,2.0,1.0,15555703
2108,Velachery,1744,2.0,1.0,10336497
2109,Adyar,791,1.0,1.0,7727239
2110,KK Nagar,2199,3.0,2.0,13474040
2111,Velachery,1915,3.0,2.0,7326749
2112,Chrompet,857,1.0,1.0,7978600
2113,Anna Nagar,1853,2.0,1.0,22251835
2114,Anna Nagar,1701,1.0,1.0,12660776
2115,Chrompet,963,1.0,1.0,11639340
2116,Anna Nagar,1889,2.0,1.0,13524533
2117,Velachery,1544,2.0,1.0,7646874
2118,Chrompet,916,1.0,1.0,13076674
2119,Karapakkam,1175,1.0,1.0,7250061
2120,Anna Nagar,1966,2.0,1.0,15324118
2121,KK Nagar,2292,4.0,2.0,13503592
2122,Anna Nagar,1781,1.0,1.0,11876207
2123,Karapakkam,1075,1.0,1.0,7896213
2124,Chrompet,1056,1.0,1.0,9668867
2125,Chrompet,948,1.0,1.0,8526427
2126,Chrompet,1002,1.0,1.0,11998838
2127,Karapakkam,823,1.0,1.0,6729077
2128,Chrompet,856,1.0,1.0,10091147
2129,KK Nagar,1432,2.0,1.0,9594547
2130,Adyar,742,1.0,1.0,6266972
2131,KK Nagar,1743,2.0,1.0,11535577
2132,KK Nagar,2311,4.0,2.0,13679565
2133,Karapakkam,1055,1.0,1.0,8527480
2134,Velachery,1641,2.0,1.0,16799117
2135,Karapakkam,690,1.0,1.0,6790922
2136,Chrompet,756,1.0,1.0,10278948
2137,Velachery,1704,2.0,1.0,11473565
2138,Karapakkam,680,1.0,1.0,3611644
2139,Anna Nagar,1734,1.0,1.0,13305495
2140,Adyar,1033,1.0,1.0,8371690
2141,Karapakkam,757,1.0,1.0,9676814
2142,Velachery,1912,3.0,2.0,10471998
2143,Chrompet,845,1.0,1.0,6773241
2144,Chrompet,1275,2.0,1.0,14541031
2145,Chrompet,1173,1.0,1.0,9935594
2146,KK Nagar,1502,2.0,1.0,9913389
2147,Chrompet,1187,1.0,1.0,14156511
2148,Anna Nagar,1889,2.0,1.0,21866761
2149,T Nagar,1853,2.0,1.0,12201327
2150,Adyar,603,1.0,1.0,5609100
2151,KK Nagar,2172,3.0,2.0,18345635
2152,Anna Nagar,1507,1.0,1.0,17830681
2153,Karapakkam,692,1.0,1.0,7300218
2154,Velachery,1897,3.0,2.0,8368471
2155,Velachery,1607,2.0,1.0,9049035
2156,KK Nagar,1607,2.0,1.0,14849241
2157,Anna Nagar,1853,2.0,1.0,13508625
2158,Chrompet,1121,1.0,1.0,11081013
2159,KK Nagar,2279,4.0,2.0,14329960
2160,Adyar,729,1.0,1.0,7155106
2161,Adyar,794,1.0,1.0,10725430
2162,Chrompet,800,1.0,1.0,12305376
2163,Chrompet,1292,2.0,1.0,10701043
2164,Adyar,831,1.0,1.0,7970562
2165,Velachery,1850,3.0,2.0,16581159
2166,Karapakkam,1454,2.0,2.0,6190930
2167,Chrompet,1053,1.0,1.0,12998759
2168,Adyar,1115,1.0,1.0,10206776
2169,KK Nagar,1498,2.0,1.0,9609602
2170,Chrompet,992,1.0,1.0,10943792
2171,Karapakkam,520,1.0,1.0,4515445
2172,Adyar,833,1.0,1.0,11731626
2173,Chrompet,1114,1.0,1.0,14202338
2174,Karapakkam,753,1.0,1.0,9379467
2175,Anna Nagar,1705,1.0,1.0,12274061
2176,Adyar,934,1.0,1.0,12417767
2177,Karapakkam,1101,1.0,1.0,8136216
2178,Chrompet,1104,1.0,1.0,14942010
2179,Chrompet,1085,1.0,1.0,9074189
2180,Chrompet,1015,1.0,1.0,13625661
2181,Karapakkam,1389,2.0,2.0,9439894
2182,Chrompet,1179,1.0,1.0,11028070
2183,Chrompet,855,1.0,1.0,9747493
2184,Adyar,897,1.0,1.0,10214891
2185,Anna Nagar,1762,1.0,1.0,13956947
2186,Chrompet,726,1.0,1.0,10733053
2187,Chrompet,1285,2.0,1.0,16589316
2188,Chrompet,940,1.0,1.0,11870678
2189,Anna Nagar,1914,2.0,1.0,15238985
2190,Adyar,1285,2.0,2.0,12481443
2191,Chrompet,707,1.0,1.0,7347865
2192,Chrompet,939,1.0,1.0,12870818
2193,T Nagar,1911,2.0,1.0,22153941
2194,Anna Nagar,1697,1.0,1.0,13041768
2195,Chrompet,740,1.0,1.0,9299841
2196,T Nagar,1639,1.0,1.0,12571138
2197,Chrompet,1210,2.0,1.0,10375908
2198,Karapakkam,1467,2.0,2.0,6044887
2199,Karapakkam,1412,2.0,2.0,12385584
2200,Chrompet,1124,1.0,1.0,13486671
2201,Anna Nagar,1996,2.0,1.0,21484800
2202,Karapakkam,1632,2.0,2.0,7162048
2203,Chrompet,1021,1.0,1.0,9767830
2204,Karapakkam,1448,2.0,2.0,12852611
2205,KK Nagar,2450,4.0,2.0,12709506
2206,Chrompet,941,1.0,1.0,10233116
2207,KK Nagar,1412,2.0,1.0,11350863
2208,Chrompet,1153,1.0,1.0,13458672
2209,T Nagar,1690,1.0,1.0,20678150
2210,KK Nagar,1307,1.0,1.0,9699328
2211,Velachery,1635,2.0,1.0,10001162
2212,Chrompet,772,1.0,1.0,10588097
2213,Karapakkam,1438,2.0,2.0,13112324
2214,T Nagar,1505,1.0,1.0,11707217
2215,Karapakkam,1635,2.0,2.0,9429382
2216,Anna Nagar,1631,1.0,1.0,12815331
2217,T Nagar,1585,1.0,1.0,12360594
2218,Chrompet,1117,1.0,1.0,13276673
2219,Karapakkam,1296,1.0,1.0,11920601
2220,Chrompet,1238,2.0,1.0,9665675
2221,KK Nagar,1859,3.0,2.0,16980097
2222,KK Nagar,2239,4.0,2.0,12222704
2223,Velachery,1771,2.0,1.0,8479225
2224,Adyar,626,1.0,1.0,5456454
2225,Chrompet,978,1.0,1.0,8515759
2226,T Nagar,1586,1.0,1.0,10700325
2227,Chrompet,1196,1.0,1.0,11614087
2228,Chrompet,1225,2.0,1.0,11594510
2229,Chrompet,812,1.0,1.0,10088538
2230,Karapakkam,1436,2.0,2.0,12306879
2231,Karapakkam,1019,1.0,1.0,10974918
2232,Chrompet,1203,2.0,1.0,14017669
2233,Chrompet,1027,1.0,1.0,12276841
2234,Velachery,1974,3.0,2.0,11682856
2235,Velachery,1746,2.0,1.0,10482286
2236,KK Nagar,1711,2.0,1.0,10761387
2237,T Nagar,1918,2.0,1.0,13228153
2238,Karapakkam,1083,1.0,1.0,5412184
2239,Karapakkam,826,1.0,1.0,4948256
2240,Velachery,1624,2.0,1.0,9429200
2241,Chrompet,1122,1.0,1.0,13799878
2243,Chrompet,849,1.0,1.0,7336515
2244,Anna Nagar,1793,1.0,1.0,13441057
2245,Velachery,1936,3.0,2.0,11231352
2246,Velachery,1956,3.0,2.0,9955282
2247,KK Nagar,1778,3.0,2.0,11079610
2248,Karapakkam,1075,1.0,1.0,8970675
2249,Karapakkam,541,1.0,1.0,5138831
2250,Chrompet,1166,1.0,1.0,14803880
2251,Karapakkam,533,1.0,1.0,3159395
2252,Chrompet,738,1.0,1.0,7890418
2253,T Nagar,1771,1.0,1.0,21785405
2254,Anna Nagar,1687,1.0,1.0,11852465
2255,KK Nagar,1970,3.0,2.0,15666678
2256,Karapakkam,1620,2.0,2.0,9676393
2257,Karapakkam,668,1.0,1.0,3977875
2258,Velachery,1542,2.0,1.0,10986166
2259,T Nagar,1551,1.0,1.0,13032645
2260,KK Nagar,2221,4.0,2.0,12347895
2261,Velachery,1522,2.0,1.0,9713577
2262,Velachery,1539,2.0,1.0,10393087
2263,T Nagar,1866,2.0,1.0,16446515
2264,Anna Nagar,1874,2.0,1.0,15303588
2265,KK Nagar,2097,3.0,2.0,11340913
2266,Chrompet,1159,1.0,1.0,12974198
2267,KK Nagar,1438,2.0,1.0,15452085
2268,Chrompet,863,1.0,1.0,7613457
2269,Karapakkam,1292,1.0,1.0,11000696
2270,Anna Nagar,1691,1.0,1.0,13214792
2271,Anna Nagar,1894,2.0,1.0,13403193
2272,Chrompet,1174,1.0,1.0,13901365
2273,Velachery,1838,3.0,2.0,10549841
2274,Karapakkam,1582,2.0,2.0,13249570
2275,KK Nagar,1951,3.0,2.0,10339792
2276,Karapakkam,1237,1.0,1.0,7246955
2277,Velachery,1989,3.0,2.0,9647705
2278,Chrompet,1129,1.0,1.0,15154821
2279,Chrompet,768,1.0,1.0,7768359
2280,Chrompet,1056,1.0,1.0,7201018
2281,T Nagar,1585,1.0,1.0,18518094
2282,KK Nagar,1789,3.0,2.0,12373083
2283,Velachery,1869,3.0,2.0,16738397
2284,Karapakkam,520,1.0,1.0,5482332
2285,Chrompet,738,1.0,1.0,11050000
2286,Velachery,1914,3.0,2.0,12323198
2287,Anna Nagar,1576,1.0,1.0,13200560
2288,Chrompet,869,1.0,1.0,7118892
2289,Adyar,635,1.0,1.0,6246937
2290,Anna Nagar,1875,2.0,1.0,15445474
2291,KK Nagar,2344,4.0,2.0,20063637
2292,Anna Nagar,1804,2.0,1.0,15189227
2293,Adyar,985,1.0,1.0,7714669
2294,Anna Nagar,1589,1.0,1.0,19666839
2295,Karapakkam,1390,2.0,2.0,8473047
2296,KK Nagar,2435,4.0,2.0,13582687
2297,Adyar,1145,1.0,1.0,12253523
2298,Chrompet,714,1.0,1.0,8527299
2299,Chrompet,1174,1.0,1.0,13421475
2300,Anna Nagar,1936,2.0,1.0,22216107
2301,Karapakkam,1477,2.0,2.0,10363468
2302,Karapakkam,1017,1.0,1.0,10298430
2303,Chrompet,943,1.0,1.0,8042427
2304,T Nagar,1515,1.0,1.0,12054884
2305,Chrompet,1071,1.0,1.0,9666655
2306,Velachery,1937,3.0,2.0,11289759
2307,KK Nagar,2440,4.0,2.0,14799918
2308,Chrompet,892,1.0,1.0,8348642
2309,Velachery,1951,3.0,2.0,16339610
2310,Karapakkam,1452,2.0,2.0,8504762
2311,Velachery,1605,2.0,1.0,12284178
2312,Chrompet,733,1.0,1.0,7817117
2313,Karapakkam,616,1.0,1.0,5768216
2314,Anna Nagar,1525,1.0,1.0,12595912
2315,KK Nagar,1577,2.0,1.0,9761905
2316,Adyar,1002,1.0,1.0,8009441
2317,Velachery,1792,2.0,1.0,16185505
2318,Chrompet,721,1.0,1.0,8217580
2319,T Nagar,1530,1.0,1.0,18155399
2320,Chrompet,723,1.0,1.0,11181973
2321,Adyar,840,1.0,1.0,6821816
2322,Karapakkam,1254,1.0,1.0,9088800
2323,Karapakkam,1129,1.0,1.0,6834564
2324,Adyar,1272,2.0,2.0,10403859
2325,Adyar,1085,1.0,1.0,9259251
2326,Velachery,1922,3.0,2.0,11211537
2327,Chrompet,994,1.0,1.0,12076727
2328,Velachery,1798,2.0,1.0,9795769
2329,Velachery,1544,2.0,1.0,13615970
2330,Velachery,1740,2.0,1.0,12826300
2331,Velachery,1676,2.0,1.0,9343489
2332,Adyar,1209,2.0,2.0,11109848
2333,KK Nagar,1397,2.0,1.0,13323845
2334,Karapakkam,1028,1.0,1.0,7477049
2335,Adyar,1063,1.0,1.0,10978415
2336,Velachery,1596,2.0,1.0,10109581
2337,Adyar,648,1.0,1.0,8382015
2338,Velachery,1732,2.0,1.0,9269800
2339,Chrompet,1100,1.0,1.0,9456023
2340,Chrompet,1182,1.0,1.0,11366245
2341,KK Nagar,2137,3.0,2.0,12389257
2342,Chrompet,1298,2.0,1.0,16662246
2343,Velachery,1581,2.0,1.0,8205914
2344,Velachery,1520,2.0,1.0,7913596
2345,Chrompet,785,1.0,1.0,7621273
2346,Velachery,1929,3.0,2.0,16794059
2347,Chrompet,765,1.0,1.0,7080140
2348,KK Nagar,2215,3.0,2.0,12129667
2349,KK Nagar,1599,2.0,1.0,10666179
2350,KK Nagar,1320,1.0,1.0,12526761
2351,T Nagar,1527,1.0,1.0,19676579
2352,Chrompet,803,1.0,1.0,7029365
2353,Adyar,778,1.0,1.0,10135829
2354,T Nagar,1917,2.0,1.0,14740331
2355,T Nagar,1762,1.0,1.0,18901344
2356,Anna Nagar,1662,1.0,1.0,13666090
2357,Adyar,691,1.0,1.0,5741546
2358,Chrompet,1142,1.0,1.0,8987842
2359,Karapakkam,965,1.0,1.0,6900519
2360,Velachery,1793,2.0,1.0,7280474
2361,Chrompet,1021,1.0,1.0,9704875
2362,Chrompet,1097,1.0,1.0,15469948
2363,Velachery,1753,2.0,1.0,7246688
2364,T Nagar,1941,2.0,1.0,17249729
2365,Chrompet,1067,1.0,1.0,9486060
2366,Chrompet,733,1.0,1.0,10981249
2367,Anna Nagar,1856,2.0,1.0,14848200
2368,Chrompet,961,1.0,1.0,8704803
2369,Karapakkam,681,1.0,1.0,2796025
2370,Velachery,1550,2.0,1.0,13040917
2371,Anna Nagar,1766,1.0,1.0,18626148
2372,Chrompet,983,1.0,1.0,9346577
2373,Anna Nagar,1638,1.0,1.0,11061707
2374,KK Nagar,2092,3.0,2.0,12220530
2375,Chrompet,942,1.0,1.0,8174439
2376,Karapakkam,1627,2.0,2.0,6430145
2377,Chrompet,932,1.0,1.0,7528558
2378,Karapakkam,715,1.0,1.0,5366704
2379,Karapakkam,1140,1.0,1.0,6825393
2380,Anna Nagar,1658,1.0,1.0,14878881
2381,Adyar,1112,1.0,1.0,12204152
2382,Anna Nagar,1584,1.0,1.0,11437198
2383,Velachery,1894,3.0,2.0,16826576
2384,Adyar,791,1.0,1.0,7056837
2385,Chrompet,715,1.0,1.0,7582436
2386,KK Nagar,2495,4.0,2.0,13146381
2387,Karapakkam,1015,1.0,1.0,7935219
2388,Chrompet,1125,1.0,1.0,13574693
2389,Anna Nagar,1964,2.0,1.0,14210941
2390,KK Nagar,1975,3.0,2.0,16416101
2391,KK Nagar,1759,2.0,1.0,11230837
2392,Chrompet,1222,2.0,1.0,11013304
2393,Anna Nagar,1587,1.0,1.0,11304674
2394,Velachery,1992,3.0,2.0,10532382
2395,KK Nagar,2458,4.0,2.0,21368434
2396,Adyar,837,1.0,1.0,11194865
2397,Karapakkam,964,1.0,1.0,9307848
2398,Karapakkam,1170,1.0,1.0,6211748
2399,Anna Nagar,1823,2.0,1.0,21694013
2400,Adyar,1159,1.0,1.0,10914398
2401,Adyar,1288,2.0,2.0,10279377
2402,Anna Nagar,1724,1.0,1.0,12943030
2403,Adyar,1130,1.0,1.0,10341593
2404,Anna Nagar,1977,2.0,1.0,11631945
2405,Adyar,633,1.0,1.0,5816193
2406,Chrompet,1237,2.0,1.0,9945356
2407,Anna Nagar,1599,1.0,1.0,10172371
2408,Karapakkam,969,1.0,1.0,4141825
2409,Chrompet,1292,2.0,1.0,9884760
2410,Chrompet,1229,2.0,1.0,9676407
2411,Chrompet,768,1.0,1.0,7027133
2412,Anna Nagar,1878,2.0,1.0,14923091
2413,KK Nagar,2134,3.0,2.0,13499745
2414,Adyar,682,1.0,1.0,10202931
2415,T Nagar,1815,2.0,1.0,13698626
2416,KK Nagar,1687,2.0,1.0,10235855
2417,Karapakkam,535,1.0,1.0,4048127
2418,Chrompet,1109,1.0,1.0,9575771
2419,KK Nagar,1333,2.0,1.0,9020968
2420,Velachery,1987,3.0,2.0,12884413
2421,Chrompet,943,1.0,1.0,12610059
2422,Velachery,1633,2.0,1.0,14870840
2423,Karapakkam,1513,2.0,2.0,12229067
2424,Anna Nagar,1910,2.0,1.0,15067558
2425,Velachery,1581,2.0,1.0,9948333
2426,Chrompet,1239,2.0,1.0,11055466
2427,Karapakkam,1414,2.0,2.0,10022496
2428,Chrompet,755,1.0,1.0,7285740
2429,Chrompet,826,1.0,1.0,8125960
2430,Anna Nagar,1582,1.0,1.0,11160336
2431,Karapakkam,1454,2.0,2.0,9412484
2432,Karapakkam,1226,1.0,1.0,8300886
2433,Karapakkam,949,1.0,1.0,4379898
2434,Anna Nagar,1875,2.0,1.0,13724494
2435,KK Nagar,2152,3.0,2.0,11590241
2436,Adyar,1252,2.0,2.0,11233184
2437,Anna Nagar,1601,1.0,1.0,11457613
2438,T Nagar,1515,1.0,1.0,13359472
2439,Velachery,1638,2.0,1.0,11462002
2440,Velachery,1979,3.0,2.0,10249471
2441,KK Nagar,1647,2.0,1.0,9249366
2442,Chrompet,1158,1.0,1.0,11019222
2443,KK Nagar,2323,4.0,2.0,14435487
2444,Velachery,1901,3.0,2.0,18504977
2445,Karapakkam,1252,1.0,1.0,6739076
2446,Velachery,1891,3.0,2.0,12251327
2447,Anna Nagar,1816,2.0,1.0,13957476
2448,KK Nagar,1369,2.0,1.0,11847087
2449,Chrompet,1167,1.0,1.0,9954789
2450,KK Nagar,1781,3.0,2.0,16699037
2451,Anna Nagar,1512,1.0,1.0,17852947
2452,T Nagar,1611,1.0,1.0,21085676
2453,Velachery,1856,3.0,2.0,11434595
2454,Anna Nagar,1539,1.0,1.0,11089797
2455,KK Nagar,1965,3.0,2.0,12486036
2456,Chrompet,788,1.0,1.0,8938381
2457,Chrompet,848,1.0,1.0,6844388
2458,Chrompet,987,1.0,1.0,11979610
2459,Karapakkam,1021,1.0,1.0,5549827
2460,Chrompet,1282,2.0,1.0,9720573
2461,Karapakkam,1254,1.0,1.0,6132713
2462,Velachery,1511,2.0,1.0,6738178
2463,Adyar,920,1.0,1.0,10088730
2464,Adyar,700,1.0,1.0,7199881
2465,Velachery,1929,3.0,2.0,8288480
2466,Velachery,1820,3.0,2.0,9971257
2467,KK Nagar,2039,3.0,2.0,11473523
2468,Adyar,935,1.0,1.0,6199543
2469,Adyar,648,1.0,1.0,6076596
2470,KK Nagar,2034,3.0,2.0,11947865
2471,T Nagar,1543,1.0,1.0,11583343
2472,KK Nagar,2366,4.0,2.0,18714666
2473,Chrompet,876,1.0,1.0,10668630
2474,KK Nagar,1422,2.0,1.0,10220536
2475,Velachery,1877,3.0,2.0,9244040
2476,Karapakkam,916,1.0,1.0,7048735
2477,KK Nagar,1462,2.0,1.0,13807574
2478,Chrompet,859,1.0,1.0,12711220
2479,Chrompet,1098,1.0,1.0,13860563
2480,Karapakkam,1326,1.0,1.0,8843035
2481,Velachery,1866,3.0,2.0,17152616
2482,Chrompet,1032,1.0,1.0,8159497
2483,Karapakkam,579,1.0,1.0,5955180
2484,Karapakkam,1366,2.0,2.0,12588449
2485,KK Nagar,1830,3.0,2.0,11525577
2486,Velachery,1912,3.0,2.0,11011893
2487,T Nagar,1748,1.0,1.0,12577247
2488,KK Nagar,2415,4.0,2.0,14907750
2489,Anna Nagar,1887,2.0,1.0,23015205
2490,Adyar,642,1.0,1.0,9839004
2491,Chrompet,1210,2.0,1.0,11219085
2492,KK Nagar,2111,3.0,2.0,13674956
2493,Velachery,1574,2.0,1.0,12514108
2494,T Nagar,1525,1.0,1.0,12166905
2495,Chrompet,801,1.0,1.0,10611155
2496,T Nagar,1642,1.0,1.0,11767741
2497,Karapakkam,1382,2.0,2.0,13321766
2498,Velachery,1901,3.0,2.0,9909284
2499,Chrompet,714,1.0,1.0,6951486
2500,Velachery,1952,3.0,2.0,17333227
2502,Anna Nagar,1786,1.0,1.0,21433867
2503,Karapakkam,1047,1.0,1.0,8613361
2504,Karapakkam,964,1.0,1.0,8134204
2505,Karapakkam,627,1.0,1.0,6114621
2506,Chrompet,921,1.0,1.0,12569402
2507,Chrompet,989,1.0,1.0,10871421
2508,Adyar,1217,2.0,2.0,11608605
2509,Adyar,1209,2.0,2.0,7757558
2510,Anna Nagar,1600,1.0,1.0,19213761
2511,Chrompet,740,1.0,1.0,11151404
2512,Karapakkam,1295,1.0,1.0,9605248
2513,Chrompet,1005,1.0,1.0,10598965
2514,Karapakkam,908,1.0,1.0,6530505
2515,Karapakkam,1260,1.0,1.0,12604572
2516,Chrompet,1052,1.0,1.0,8522772
2517,Velachery,1718,2.0,1.0,11428299
2518,Chrompet,1286,2.0,1.0,10005760
2519,Chrompet,765,1.0,1.0,8084012
2520,Chrompet,1206,2.0,1.0,13274415
2521,KK Nagar,2268,4.0,2.0,19624066
2522,KK Nagar,1300,1.0,1.0,14421112
2523,Karapakkam,1010,1.0,1.0,7691006
2524,Adyar,1062,1.0,1.0,8955261
2525,T Nagar,1755,1.0,1.0,14487771
2526,Adyar,1157,1.0,1.0,8123605
2527,KK Nagar,2398,4.0,2.0,20623807
2528,Chrompet,1083,1.0,1.0,14758527
2529,T Nagar,1730,1.0,1.0,20278215
2530,Velachery,1682,2.0,1.0,9575793
2531,KK Nagar,1610,2.0,1.0,10827689
2532,Karapakkam,1460,2.0,2.0,6111509
2533,Chrompet,972,1.0,1.0,9796054
2534,Karapakkam,1116,1.0,1.0,5952818
2535,Chrompet,771,1.0,1.0,8543170
2536,KK Nagar,2453,4.0,2.0,14632315
2537,Anna Nagar,1580,1.0,1.0,13646526
2538,Chrompet,1202,2.0,1.0,13388085
2539,Chrompet,997,1.0,1.0,9520949
2540,T Nagar,1914,2.0,1.0,23056438
2541,Adyar,1297,2.0,2.0,10491572
2542,T Nagar,1576,1.0,1.0,12842676
2543,KK Nagar,1603,2.0,1.0,11147714
2544,Chrompet,976,1.0,1.0,9628060
2545,Chrompet,743,1.0,1.0,5517150
2546,Anna Nagar,1949,2.0,1.0,22007083
2547,Velachery,1992,3.0,2.0,12160077
2548,Adyar,632,1.0,1.0,7106074
2549,Karapakkam,1275,1.0,1.0,6283053
2550,KK Nagar,1847,3.0,2.0,12486906
2551,Velachery,1953,3.0,2.0,13339083
2552,Velachery,1966,3.0,2.0,17392480
2553,Karapakkam,1257,1.0,1.0,6565252
2554,Adyar,1028,1.0,1.0,11799506
2555,Karapakkam,592,1.0,1.0,7085496
2556,Adyar,797,1.0,1.0,8357122
2557,Anna Nagar,1866,2.0,1.0,20823260
2558,T Nagar,1783,1.0,1.0,12312668
2559,Karapakkam,1189,1.0,1.0,10939993
2560,Karapakkam,1089,1.0,1.0,10928662
2561,Anna Nagar,1892,2.0,1.0,15421895
2562,Anna Nagar,1775,1.0,1.0,13966822
2563,Karapakkam,737,1.0,1.0,4713210
2564,Velachery,1601,2.0,1.0,8617892
2565,KK Nagar,2447,4.0,2.0,12589183
2566,Anna Nagar,1539,1.0,1.0,18668565
2567,Anna Nagar,1970,2.0,1.0,15985016
2568,Chrompet,1282,2.0,1.0,12034679
2569,Karapakkam,1661,2.0,2.0,12756242
2570,Anna Nagar,1529,1.0,1.0,11085018
2571,KK Nagar,1777,3.0,2.0,16663493
2572,Karapakkam,1596,2.0,2.0,9846774
2573,Chrompet,812,1.0,1.0,8180835
2574,Adyar,964,1.0,1.0,6450226
2575,Velachery,1902,3.0,2.0,17546191
2576,Anna Nagar,1973,2.0,1.0,15235084
2577,KK Nagar,2443,4.0,2.0,15349437
2578,Karapakkam,1679,2.0,2.0,10593754
2579,Adyar,871,1.0,1.0,11424402
2580,KK Nagar,1890,3.0,2.0,17462164
2581,Velachery,1507,2.0,1.0,10630856
2582,Velachery,1906,3.0,2.0,9876923
2583,Velachery,1880,3.0,2.0,10141273
2584,Adyar,770,1.0,1.0,8637018
2585,Chrompet,831,1.0,1.0,8751322
2586,Chrompet,1152,1.0,1.0,7641415
2587,Chrompet,1277,2.0,1.0,10801987
2588,Velachery,1633,2.0,1.0,9593097
2589,Karapakkam,991,1.0,1.0,3430234
2591,Chrompet,1017,1.0,1.0,9889570
2592,KK Nagar,1643,2.0,1.0,9557327
2593,Chrompet,1079,1.0,1.0,13877975
2594,Chrompet,842,1.0,1.0,8901099
2595,Velachery,1542,2.0,1.0,10676289
2596,Adyar,876,1.0,1.0,7461217
2597,Karapakkam,770,1.0,1.0,7342388
2598,Chrompet,941,1.0,1.0,12814831
2599,Karapakkam,1000,1.0,1.0,6746067
2600,Karapakkam,1258,1.0,1.0,5454108
2601,Chrompet,787,1.0,1.0,11866760
2602,Chrompet,1186,1.0,1.0,12814422
2603,Karapakkam,1335,2.0,2.0,8340914
2604,Velachery,1827,3.0,2.0,8861684
2605,Karapakkam,881,1.0,1.0,5834146
2606,Chrompet,1253,2.0,1.0,16358800
2607,Velachery,1754,2.0,1.0,17726898
2608,Chrompet,724,1.0,1.0,9194588
2609,Chrompet,944,1.0,1.0,9095697
2610,Chrompet,1078,1.0,1.0,14591616
2611,Anna Nagar,1871,2.0,1.0,23556652
2612,Anna Nagar,1861,2.0,1.0,20162843
2613,Chrompet,1069,1.0,1.0,9246864
2614,Velachery,1861,3.0,2.0,9051772
2615,Chrompet,876,1.0,1.0,7762497
2616,Karapakkam,1216,1.0,1.0,8568277
2617,KK Nagar,2144,3.0,2.0,13293835
2618,Anna Nagar,1675,1.0,1.0,20493556
2619,Velachery,1721,2.0,1.0,16695965
2620,Anna Nagar,1719,1.0,1.0,20079510
2621,Chrompet,832,1.0,1.0,12801618
2622,Karapakkam,1218,1.0,1.0,7282009
2623,Adyar,1178,1.0,1.0,12200656
2624,T Nagar,1551,1.0,1.0,18998358
2625,Anna Nagar,1562,1.0,1.0,20790613
2626,T Nagar,1700,1.0,1.0,14554378
2627,Chrompet,1263,2.0,1.0,11913620
2628,Anna Nagar,1664,1.0,1.0,20219844
2629,Chrompet,1073,1.0,1.0,9874688
2630,Karapakkam,632,1.0,1.0,5303482
2631,T Nagar,1874,2.0,1.0,22841320
2632,Chrompet,884,1.0,1.0,9208958
2633,Karapakkam,657,1.0,1.0,5485209
2634,KK Nagar,2403,4.0,2.0,12324196
2635,Karapakkam,1001,1.0,1.0,4869376
2636,T Nagar,1734,1.0,1.0,19806751
2637,Adyar,743,1.0,1.0,8707135
2638,Chrompet,1244,2.0,1.0,11547394
2639,Velachery,1789,2.0,1.0,14753767
2640,Chrompet,1025,1.0,1.0,10111892
2641,T Nagar,1778,1.0,1.0,14388963
2642,Velachery,2000,3.0,2.0,17414576
2643,Chrompet,1128,1.0,1.0,13256061
2644,Adyar,971,1.0,1.0,8202184
2645,Anna Nagar,1941,2.0,1.0,13766029
2646,Chrompet,972,1.0,1.0,8558873
2647,Adyar,700,1.0,1.0,5917784
2648,Chrompet,1005,1.0,1.0,8731691
2649,Velachery,1938,3.0,2.0,16570926
2650,Adyar,892,1.0,1.0,10744595
2651,Anna Nagar,1848,2.0,1.0,13834681
2652,Chrompet,982,1.0,1.0,8607112
2653,Chrompet,780,1.0,1.0,6830886
2654,Karapakkam,968,1.0,1.0,6216039
2655,Chrompet,1285,2.0,1.0,13434886
2656,Chrompet,755,1.0,1.0,7440277
2657,Velachery,1930,3.0,2.0,11042590
2658,Adyar,865,1.0,1.0,10449772
2659,Adyar,984,1.0,1.0,6950150
2660,Chrompet,1019,1.0,1.0,10416979
2661,Karapakkam,662,1.0,1.0,4944603
